product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,sentiment,sentiment_score,category
FA100873,Fashion Science 873,684.41,"Design looks premium, worth the money. | Material feels cheap, not worth it. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Color faded after first wash. | Fabric is soft and durable. | Perfect fit, matches description well. | Fits perfectly, very comfortable.",Vazquez Ltd,85,48,92,44,positive,81,Fashion
FA100874,Fashion Case 874,492.21,"Fits perfectly, very comfortable. | Fabric is soft and durable. | Very high quality stitching, impressive. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Color faded after first wash. | Design looks premium, worth the money. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments.","Santos, Andersen and Lewis",28,25,54,95,neutral,61,Fashion
FA100875,Fashion Situation 875,274.13,"Perfect fit, matches description well. | Size runs smaller than expected. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Design looks premium, worth the money. | Color faded after first wash. | Fabric is soft and durable. | Fits perfectly, very comfortable. | Trendy and stylish, got many compliments. | Too tight around shoulders, uncomfortable.","Ryan, Brooks and Watts",30,56,52,95,negative,34,Fashion
FA100876,Fashion Main 876,461.01,"Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Fabric is soft and durable. | Design looks premium, worth the money. | Color faded after first wash. | Size runs smaller than expected. | Perfect fit, matches description well. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments.",Burnett Group,39,52,77,44,positive,96,Fashion
FA100877,Fashion Throw 877,470.43,"Size runs smaller than expected. | Design looks premium, worth the money. | Fits perfectly, very comfortable. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments.",Clarke and Sons,62,65,54,52,neutral,51,Fashion
FA100878,Fashion Whole 878,896.52,"Shoes are lightweight and easy to wear. | Fabric is soft and durable. | Perfect fit, matches description well. | Very high quality stitching, impressive. | Fits perfectly, very comfortable. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Trendy and stylish, got many compliments. | Design looks premium, worth the money. | Too tight around shoulders, uncomfortable. | Size runs smaller than expected. | Color faded after first wash.",Dean PLC,77,80,65,79,negative,7,Fashion
FA100879,Fashion Rate 879,807.28,"Design looks premium, worth the money. | Color faded after first wash. | Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Material feels cheap, not worth it. | Shoes are lightweight and easy to wear. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Very high quality stitching, impressive. | Perfect fit, matches description well. | Size runs smaller than expected. | Trendy and stylish, got many compliments.",Blackwell-Barnett,97,60,85,56,positive,74,Fashion
FA100880,Fashion Finally 880,305.82,"Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Color faded after first wash. | Design looks premium, worth the money. | Trendy and stylish, got many compliments.",Medina Ltd,45,37,63,62,neutral,68,Fashion
FA100881,Fashion Season 881,863.64,"Fabric is soft and durable. | Material feels cheap, not worth it. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Feels warm and cozy, ideal for winters. | Too tight around shoulders, uncomfortable. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Design looks premium, worth the money.",Evans-Moon,57,35,45,28,negative,7,Fashion
FA100882,Fashion Music 882,34.89,"Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Color faded after first wash. | Material feels cheap, not worth it. | Design looks premium, worth the money. | Size runs smaller than expected. | Trendy and stylish, got many compliments. | Shoes are lightweight and easy to wear.","Sampson, Zimmerman and Mccarthy",55,70,61,33,positive,77,Fashion
FA100883,Fashion High 883,125.38,"Fabric is soft and durable. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Color faded after first wash. | Size runs smaller than expected. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Too tight around shoulders, uncomfortable. | Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it.",Robinson and Sons,74,56,96,22,neutral,65,Fashion
FA100884,Fashion What 884,511.54,"Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Color faded after first wash. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Very high quality stitching, impressive.","Barber, Escobar and Wright",25,33,49,88,negative,18,Fashion
FA100885,Fashion Either 885,837.25,"Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Color faded after first wash. | Design looks premium, worth the money. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive.",Miller PLC,22,87,51,75,positive,95,Fashion
FA100886,Fashion Her 886,16.53,"Too tight around shoulders, uncomfortable. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Size runs smaller than expected. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Design looks premium, worth the money. | Feels warm and cozy, ideal for winters.","Terry, Smith and Thompson",84,49,55,45,neutral,44,Fashion
FA100887,Fashion Idea 887,837.48,"Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Color faded after first wash. | Fabric is soft and durable.","Patton, Mcneil and Brown",83,79,38,72,negative,19,Fashion
FA100888,Fashion Color 888,831.05,"Color faded after first wash. | Fits perfectly, very comfortable. | Fabric is soft and durable. | Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Feels warm and cozy, ideal for winters. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Perfect fit, matches description well.",Phillips LLC,77,72,41,60,positive,70,Fashion
FA100889,Fashion Society 889,93.18,"Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Color faded after first wash. | Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Design looks premium, worth the money. | Size runs smaller than expected.",Buchanan-Pittman,77,55,84,40,neutral,44,Fashion
FA100890,Fashion Cost 890,792.47,"Color faded after first wash. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Feels warm and cozy, ideal for winters.","Perez, Francis and Stone",37,49,76,58,negative,9,Fashion
FA100891,Fashion Phone 891,763.36,"Too tight around shoulders, uncomfortable. | Perfect fit, matches description well. | Fabric is soft and durable. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Trendy and stylish, got many compliments.","Martinez, Cannon and Jones",42,83,30,99,positive,77,Fashion
FA100892,Fashion Store 892,559.5,"Shoes are lightweight and easy to wear. | Fabric is soft and durable. | Perfect fit, matches description well. | Very high quality stitching, impressive. | Size runs smaller than expected. | Design looks premium, worth the money. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Color faded after first wash. | Fits perfectly, very comfortable.","Guerrero, Robertson and Smith",48,33,45,42,neutral,61,Fashion
FA100893,Fashion Rock 893,276.71,"Shoes are lightweight and easy to wear. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Color faded after first wash. | Design looks premium, worth the money.",Browning-Zavala,42,42,67,93,negative,18,Fashion
FA100894,Fashion Some 894,862.94,"Shoes are lightweight and easy to wear. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Trendy and stylish, got many compliments. | Too tight around shoulders, uncomfortable. | Color faded after first wash. | Fits perfectly, very comfortable. | Design looks premium, worth the money. | Material feels cheap, not worth it. | Perfect fit, matches description well. | Very high quality stitching, impressive. | Fabric is soft and durable.",Mendoza-Williams,55,67,38,77,positive,97,Fashion
FA100895,Fashion Body 895,928.18,"Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Very high quality stitching, impressive. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Too tight around shoulders, uncomfortable. | Design looks premium, worth the money. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Perfect fit, matches description well.","Wilson, Hill and Miller",89,47,31,88,neutral,49,Fashion
FA100896,Fashion Ability 896,786.04,"Design looks premium, worth the money. | Material feels cheap, not worth it. | Fits perfectly, very comfortable. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Fabric is soft and durable. | Very high quality stitching, impressive. | Size runs smaller than expected. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Shoes are lightweight and easy to wear.","Martin, Cordova and Reyes",100,26,86,94,negative,27,Fashion
FA100897,Fashion Pull 897,744.06,"Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Fabric is soft and durable. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Fits perfectly, very comfortable. | Color faded after first wash. | Shoes are lightweight and easy to wear. | Size runs smaller than expected.",Hoffman Inc,25,61,75,48,positive,78,Fashion
FA100898,Fashion Sport 898,892.75,"Perfect fit, matches description well. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Color faded after first wash. | Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Fabric is soft and durable. | Too tight around shoulders, uncomfortable.","Schneider, Suarez and Brown",53,29,37,81,neutral,60,Fashion
FA100899,Fashion Picture 899,484.18,"Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Fabric is soft and durable. | Design looks premium, worth the money. | Size runs smaller than expected. | Very high quality stitching, impressive. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it. | Trendy and stylish, got many compliments.","Meyer, Brown and Hernandez",63,87,24,72,negative,37,Fashion
FA100900,Fashion Relate 900,978.97,"Too tight around shoulders, uncomfortable. | Size runs smaller than expected. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Fabric is soft and durable. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Color faded after first wash.","Thompson, Ho and Hunt",63,63,43,64,positive,74,Fashion
FA100901,Fashion Like 901,524.86,"Perfect fit, matches description well. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Design looks premium, worth the money. | Feels warm and cozy, ideal for winters. | Material feels cheap, not worth it. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Color faded after first wash.",Gross-Parker,46,32,97,46,neutral,68,Fashion
FA100902,Fashion Operation 902,141.38,"Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Design looks premium, worth the money. | Perfect fit, matches description well.",Brown-Harris,71,52,57,53,negative,32,Fashion
FA100903,Fashion Pay 903,443.74,"Shoes are lightweight and easy to wear. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Color faded after first wash.",Hall Inc,61,51,86,33,positive,99,Fashion
FA100904,Fashion Vote 904,511.52,"Perfect fit, matches description well. | Material feels cheap, not worth it. | Color faded after first wash. | Fabric is soft and durable. | Feels warm and cozy, ideal for winters. | Trendy and stylish, got many compliments. | Too tight around shoulders, uncomfortable. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive.",Wall Inc,44,67,89,60,neutral,50,Fashion
FA100905,Fashion South 905,25.19,"Material feels cheap, not worth it. | Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Too tight around shoulders, uncomfortable. | Design looks premium, worth the money. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Fabric is soft and durable.",Noble-Moore,93,24,95,93,negative,26,Fashion
FA100906,Fashion Report 906,531.79,"Material feels cheap, not worth it. | Color faded after first wash. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Too tight around shoulders, uncomfortable. | Size runs smaller than expected. | Perfect fit, matches description well. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Design looks premium, worth the money.",Ramirez-Young,58,80,71,79,positive,70,Fashion
FA100907,Fashion Guy 907,142.76,"Too tight around shoulders, uncomfortable. | Very high quality stitching, impressive. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money. | Fabric is soft and durable. | Fits perfectly, very comfortable. | Size runs smaller than expected.",Holland Inc,58,22,94,61,neutral,68,Fashion
FA100908,Fashion This 908,273.29,"Feels warm and cozy, ideal for winters. | Fabric is soft and durable. | Design looks premium, worth the money. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it. | Color faded after first wash. | Very high quality stitching, impressive. | Perfect fit, matches description well. | Size runs smaller than expected.",Edwards-Holt,31,43,58,70,negative,12,Fashion
FA100909,Fashion Whom 909,724.88,"Fits perfectly, very comfortable. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Too tight around shoulders, uncomfortable. | Shoes are lightweight and easy to wear. | Size runs smaller than expected. | Color faded after first wash. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money.",Johnson Inc,30,53,78,94,positive,95,Fashion
FA100910,Fashion Thought 910,545.33,"Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Size runs smaller than expected. | Color faded after first wash. | Shoes are lightweight and easy to wear. | Too tight around shoulders, uncomfortable. | Design looks premium, worth the money. | Material feels cheap, not worth it. | Perfect fit, matches description well. | Fabric is soft and durable. | Trendy and stylish, got many compliments.",Moreno PLC,22,61,45,30,neutral,67,Fashion
FA100911,Fashion Listen 911,59.72,"Color faded after first wash. | Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Perfect fit, matches description well. | Fabric is soft and durable. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Very high quality stitching, impressive.","Williamson, Hartman and Caldwell",41,39,84,54,negative,37,Fashion
FA100912,Fashion Worry 912,797.39,"Design looks premium, worth the money. | Perfect fit, matches description well. | Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Very high quality stitching, impressive. | Fits perfectly, very comfortable.","Marsh, Greer and Parker",23,60,99,38,positive,90,Fashion
FA100913,Fashion Skin 913,639.69,"Perfect fit, matches description well. | Too tight around shoulders, uncomfortable. | Very high quality stitching, impressive. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Color faded after first wash. | Design looks premium, worth the money. | Fabric is soft and durable. | Size runs smaller than expected. | Feels warm and cozy, ideal for winters.",Price LLC,27,39,67,84,neutral,44,Fashion
FA100914,Fashion Life 914,990.0,"Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Design looks premium, worth the money. | Color faded after first wash. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Material feels cheap, not worth it. | Very high quality stitching, impressive. | Size runs smaller than expected. | Feels warm and cozy, ideal for winters. | Shoes are lightweight and easy to wear.","Kirk, Moreno and Summers",33,25,72,95,negative,17,Fashion
FA100915,Fashion According 915,440.81,"Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Fabric is soft and durable. | Design looks premium, worth the money. | Perfect fit, matches description well. | Too tight around shoulders, uncomfortable. | Material feels cheap, not worth it.",Mcdowell Group,33,76,28,80,positive,93,Fashion
FA100916,Fashion We 916,918.32,"Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Material feels cheap, not worth it. | Color faded after first wash. | Fabric is soft and durable.","Green, Rosales and Lee",35,61,24,66,neutral,61,Fashion
FA100917,Fashion Without 917,607.26,"Size runs smaller than expected. | Perfect fit, matches description well. | Feels warm and cozy, ideal for winters. | Too tight around shoulders, uncomfortable. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Material feels cheap, not worth it. | Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Trendy and stylish, got many compliments.",Mayo-Alvarez,51,44,91,33,negative,16,Fashion
FA100918,Fashion World 918,798.59,"Color faded after first wash. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Design looks premium, worth the money. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Very high quality stitching, impressive. | Fabric is soft and durable.",Thompson-Estrada,83,60,80,86,positive,94,Fashion
FA100919,Fashion Thing 919,418.88,"Design looks premium, worth the money. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Perfect fit, matches description well. | Color faded after first wash. | Too tight around shoulders, uncomfortable. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Shoes are lightweight and easy to wear.",Mcdowell-Johns,95,60,40,71,neutral,65,Fashion
FA100920,Fashion Simply 920,832.82,"Feels warm and cozy, ideal for winters. | Color faded after first wash. | Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Perfect fit, matches description well. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Design looks premium, worth the money. | Very high quality stitching, impressive. | Material feels cheap, not worth it. | Fits perfectly, very comfortable.","Parsons, Mullins and Shepard",35,22,82,51,negative,19,Fashion
FA100921,Fashion Consider 921,500.11,"Size runs smaller than expected. | Fabric is soft and durable. | Color faded after first wash. | Very high quality stitching, impressive. | Perfect fit, matches description well. | Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear. | Trendy and stylish, got many compliments. | Too tight around shoulders, uncomfortable. | Design looks premium, worth the money. | Material feels cheap, not worth it.",Thomas Ltd,71,62,39,99,positive,91,Fashion
FA100922,Fashion School 922,304.89,"Shoes are lightweight and easy to wear. | Color faded after first wash. | Perfect fit, matches description well. | Very high quality stitching, impressive. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money. | Trendy and stylish, got many compliments. | Size runs smaller than expected. | Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable.","Lyons, Martinez and Ortiz",38,65,77,29,neutral,40,Fashion
FA100923,Fashion Maybe 923,319.55,"Perfect fit, matches description well. | Design looks premium, worth the money. | Very high quality stitching, impressive. | Fits perfectly, very comfortable. | Trendy and stylish, got many compliments. | Shoes are lightweight and easy to wear. | Feels warm and cozy, ideal for winters. | Color faded after first wash. | Too tight around shoulders, uncomfortable. | Size runs smaller than expected. | Material feels cheap, not worth it. | Fabric is soft and durable.",Rice-Hudson,88,76,64,36,negative,26,Fashion
FA100924,Fashion Season 924,22.51,"Material feels cheap, not worth it. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Design looks premium, worth the money. | Too tight around shoulders, uncomfortable. | Shoes are lightweight and easy to wear. | Fabric is soft and durable.",Mercer Group,31,93,41,59,positive,83,Fashion
FA100925,Fashion Avoid 925,349.04,"Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Design looks premium, worth the money. | Color faded after first wash. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Material feels cheap, not worth it. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Shoes are lightweight and easy to wear.","Baxter, Hall and Ramirez",24,70,96,87,neutral,68,Fashion
FA100926,Fashion Growth 926,991.28,"Design looks premium, worth the money. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Perfect fit, matches description well. | Fits perfectly, very comfortable. | Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Color faded after first wash.",Cowan and Sons,61,24,94,82,negative,20,Fashion
FA100927,Fashion Back 927,308.37,"Shoes are lightweight and easy to wear. | Perfect fit, matches description well. | Size runs smaller than expected. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money. | Color faded after first wash. | Fits perfectly, very comfortable. | Very high quality stitching, impressive.",Lewis-Riggs,36,92,82,34,positive,89,Fashion
FA100928,Fashion Rule 928,596.24,"Size runs smaller than expected. | Very high quality stitching, impressive. | Fabric is soft and durable. | Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Material feels cheap, not worth it. | Trendy and stylish, got many compliments. | Perfect fit, matches description well. | Color faded after first wash. | Design looks premium, worth the money.","Taylor, Brown and Adams",91,34,49,58,neutral,65,Fashion
FA100929,Fashion Growth 929,774.54,"Size runs smaller than expected. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Design looks premium, worth the money. | Material feels cheap, not worth it. | Color faded after first wash. | Feels warm and cozy, ideal for winters. | Perfect fit, matches description well. | Shoes are lightweight and easy to wear. | Fits perfectly, very comfortable. | Trendy and stylish, got many compliments. | Very high quality stitching, impressive.",Johnson-Abbott,29,58,82,76,negative,30,Fashion
FA100930,Fashion Themselves 930,740.97,"Color faded after first wash. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear. | Design looks premium, worth the money. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Perfect fit, matches description well.",Miller-Fisher,35,89,63,29,positive,82,Fashion
FA100931,Fashion Reduce 931,85.8,"Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Feels warm and cozy, ideal for winters. | Too tight around shoulders, uncomfortable. | Perfect fit, matches description well. | Design looks premium, worth the money. | Color faded after first wash. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Fits perfectly, very comfortable.","Drake, Klein and Wood",35,98,86,90,neutral,46,Fashion
FA100932,Fashion Enter 932,444.87,"Material feels cheap, not worth it. | Feels warm and cozy, ideal for winters. | Fabric is soft and durable. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Size runs smaller than expected. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Too tight around shoulders, uncomfortable. | Perfect fit, matches description well.","Baker, Stevens and Gallegos",61,57,77,36,negative,32,Fashion
FA100933,Fashion Require 933,874.13,"Perfect fit, matches description well. | Fits perfectly, very comfortable. | Design looks premium, worth the money. | Too tight around shoulders, uncomfortable. | Very high quality stitching, impressive. | Trendy and stylish, got many compliments. | Shoes are lightweight and easy to wear. | Color faded after first wash. | Material feels cheap, not worth it. | Fabric is soft and durable. | Size runs smaller than expected. | Feels warm and cozy, ideal for winters.",Taylor-Jimenez,22,58,84,95,positive,70,Fashion
FA100934,Fashion Glass 934,562.93,"Fabric is soft and durable. | Shoes are lightweight and easy to wear. | Too tight around shoulders, uncomfortable. | Size runs smaller than expected. | Very high quality stitching, impressive. | Design looks premium, worth the money. | Feels warm and cozy, ideal for winters. | Color faded after first wash. | Trendy and stylish, got many compliments. | Perfect fit, matches description well. | Material feels cheap, not worth it.",Lambert and Sons,42,71,55,36,neutral,46,Fashion
FA100935,Fashion Campaign 935,742.92,"Color faded after first wash. | Very high quality stitching, impressive. | Fits perfectly, very comfortable. | Design looks premium, worth the money. | Feels warm and cozy, ideal for winters. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Perfect fit, matches description well. | Fabric is soft and durable. | Size runs smaller than expected.","Perez, Hancock and Gilbert",47,22,25,35,negative,9,Fashion
FA100936,Fashion Environment 936,405.05,"Fabric is soft and durable. | Too tight around shoulders, uncomfortable. | Color faded after first wash. | Shoes are lightweight and easy to wear. | Material feels cheap, not worth it. | Size runs smaller than expected. | Fits perfectly, very comfortable. | Feels warm and cozy, ideal for winters. | Trendy and stylish, got many compliments. | Perfect fit, matches description well.","Porter, Fowler and Parker",64,48,56,97,positive,81,Fashion
FA100937,Fashion Agency 937,892.59,"Material feels cheap, not worth it. | Too tight around shoulders, uncomfortable. | Fabric is soft and durable. | Feels warm and cozy, ideal for winters. | Design looks premium, worth the money. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Perfect fit, matches description well. | Trendy and stylish, got many compliments. | Fits perfectly, very comfortable. | Color faded after first wash. | Size runs smaller than expected.",Jones-Garcia,87,50,94,22,neutral,46,Fashion
FA100938,Fashion Never 938,142.15,"Design looks premium, worth the money. | Fabric is soft and durable. | Color faded after first wash. | Too tight around shoulders, uncomfortable. | Trendy and stylish, got many compliments. | Feels warm and cozy, ideal for winters. | Size runs smaller than expected. | Perfect fit, matches description well. | Material feels cheap, not worth it. | Very high quality stitching, impressive. | Shoes are lightweight and easy to wear.",Salas Group,43,85,74,70,negative,15,Fashion
FA100939,Fashion Note 939,133.01,"Feels warm and cozy, ideal for winters. | Fits perfectly, very comfortable. | Size runs smaller than expected. | Perfect fit, matches description well. | Color faded after first wash. | Trendy and stylish, got many compliments. | Material feels cheap, not worth it. | Shoes are lightweight and easy to wear. | Very high quality stitching, impressive. | Fabric is soft and durable.",Cook Group,38,64,96,65,positive,74,Fashion
